,Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Trasmission,Price,Gov
11859,Fiat,128,Sedan,White,1991,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Beni Suef
11860,Fiat,128,Sedan,Red,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Cairo
11861,Fiat,128,Sedan,White,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Dakahlia
11862,Fiat,128,Sedan,White,2000,Benzine,100000 to 119999,1000 - 1300 CC,Manual,25.3,Minya
11863,Fiat,128,Sedan,Red,1977,Benzine,More than 200000,1000 - 1300 CC,Manual,15.5,Cairo
11864,Fiat,128,Sedan,Beige,1991,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Beni Suef
11865,Fiat,128,Sedan,White,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.7,Cairo
11866,Fiat,128,Sedan,White,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,16.7,Giza
11867,Fiat,128,Sedan,White,1986,Benzine,120000 to 139999,1000 - 1300 CC,Manual,28.8,Sharqia
11868,Fiat,128,Sedan,Red,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,18.4,Qalyubia
11869,Fiat,128,Sedan,Red,1987,Benzine,More than 200000,1000 - 1300 CC,Manual,18.4,Qalyubia
11870,Fiat,128,Sedan,Other Color,1986,Benzine,40000 to 49999,1000 - 1300 CC,Manual,23.0,Giza
11871,Fiat,128,Sedan,White,1993,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Fayoum
11872,Fiat,128,Sedan,White,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Cairo
11873,Fiat,128,Sedan,Blue- Navy Blue,1978,Benzine,180000 to 199999,1000 - 1300 CC,Manual,24.1,Gharbia
11874,Fiat,128,Sedan,White,1988,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Cairo
11875,Fiat,128,Sedan,Red,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Qalyubia
11876,Fiat,128,Sedan,Red,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Gharbia
11877,Fiat,128,Sedan,Orange,1982,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.6,Cairo
11878,Fiat,128,Sedan,Red,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Cairo
11879,Fiat,128,Sedan,Orange,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,18.4,Giza
11880,Fiat,128,Sedan,Red,1990,Benzine,70000 to 79999,1000 - 1300 CC,Manual,23.0,Giza
11881,Fiat,128,Sedan,Blue- Navy Blue,1988,Benzine,100000 to 119999,1000 - 1300 CC,Manual,26.4,Dakahlia
11882,Fiat,128,Sedan,White,1992,Benzine,90000 to 99999,1000 - 1300 CC,Manual,26.4,Ismailia
11883,Fiat,128,Sedan,White,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,24.1,Cairo
11884,Fiat,128,Sedan,Red,1976,Benzine,More than 200000,1000 - 1300 CC,Manual,14.9,Cairo
11885,Fiat,128,Sedan,Orange,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,13.8,Fayoum
11886,Fiat,128,Sedan,Blue- Navy Blue,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,13.8,Cairo
11887,Fiat,128,Sedan,Red,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,12.7,Cairo
11888,Fiat,128,Sedan,White,1986,Benzine,50000 to 59999,1000 - 1300 CC,Manual,28.8,Cairo
11889,Fiat,128,Sedan,White,1993,Benzine,100000 to 119999,1000 - 1300 CC,Manual,26.4,Dakahlia
11890,Fiat,128,Sedan,Red,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Qalyubia
11891,Fiat,128,Sedan,White,1982,Benzine,120000 to 139999,1000 - 1300 CC,Manual,25.3,Ismailia
11892,Fiat,128,Sedan,Blue- Navy Blue,1978,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.2,Monufia
11893,Fiat,128,Sedan,Burgundy,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,13.8,Giza
11894,Fiat,128,Sedan,Other Color,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.6,Dakahlia
11895,Fiat,128,Sedan,Blue- Navy Blue,1985,Benzine,More than 200000,1000 - 1300 CC,Manual,14.9,Suez
11896,Fiat,128,Sedan,Blue- Navy Blue,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,16.1,Gharbia
11897,Fiat,128,Sedan,Red,1995,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.7,Qalyubia
11898,Fiat,128,Sedan,Red,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Cairo
11899,Fiat,128,Sedan,Red,1991,Benzine,40000 to 49999,1000 - 1300 CC,Manual,26.4,Monufia
11900,Fiat,128,Sedan,Red,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,16.1,Alexandria
11901,Fiat,128,Sedan,Red,1988,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Cairo
11902,Fiat,128,Sedan,Green,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,31.1,Dakahlia
11903,Fiat,128,Sedan,Burgundy,1975,Benzine,More than 200000,1000 - 1300 CC,Manual,18.4,Cairo
11904,Fiat,128,Sedan,Red,1994,Benzine,80000 to 89999,1000 - 1300 CC,Manual,28.8,Cairo
11905,Fiat,128,Sedan,White,1987,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Monufia
11906,Fiat,128,Sedan,Blue- Navy Blue,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Cairo
11907,Fiat,128,Sedan,Other Color,1993,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Giza
11908,Fiat,128,Sedan,Other Color,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,41.4,Monufia
11909,Fiat,128,Sedan,White,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,27.6,Giza
11910,Fiat,128,Sedan,White,1984,Benzine,70000 to 79999,1000 - 1300 CC,Manual,17.8,Dakahlia
11911,Fiat,128,Sedan,Blue- Navy Blue,1983,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Aswan
11912,Fiat,128,Sedan,Blue- Navy Blue,1978,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Cairo
11913,Fiat,128,Sedan,White,1991,Benzine,40000 to 49999,1000 - 1300 CC,Manual,26.4,Minya
11914,Fiat,128,Sedan,Red,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,18.4,Cairo
11915,Fiat,128,Sedan,White,1990,Benzine,120000 to 139999,1000 - 1300 CC,Manual,32.2,Giza
11916,Fiat,128,Sedan,White,1982,Benzine,40000 to 49999,1000 - 1300 CC,Manual,18.4,Cairo
11917,Fiat,128,Sedan,White,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Cairo
11918,Fiat,128,Sedan,Red,1976,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Cairo
11919,Fiat,128,Sedan,White,1990,Benzine,50000 to 59999,1000 - 1300 CC,Manual,23.0,Qalyubia
11920,Fiat,128,Sedan,Red,1981,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Gharbia
11921,Fiat,128,Sedan,Red,1992,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Alexandria
11922,Fiat,128,Sedan,Orange,1974,Benzine,100000 to 119999,1000 - 1300 CC,Manual,26.4,Damietta
11923,Fiat,128,Sedan,Other Color,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,38.0,Dakahlia
11924,Fiat,128,Sedan,Yellow,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Suez
11925,Fiat,128,Sedan,Other Color,1989,Benzine,90000 to 99999,1000 - 1300 CC,Manual,20.7,Qalyubia
11926,Fiat,128,Sedan,Red,1988,Benzine,60000 to 69999,1000 - 1300 CC,Manual,17.2,Giza
11927,Fiat,128,Sedan,White,2004,Benzine,90000 to 99999,1000 - 1300 CC,Manual,29.9,Cairo
11928,Fiat,128,Sedan,White,1978,Benzine,180000 to 199999,1000 - 1300 CC,Manual,24.1,Alexandria
11929,Fiat,128,Sedan,Red,1992,Benzine,More than 200000,1000 - 1300 CC,Manual,31.1,Monufia
11930,Fiat,128,Sedan,Green,1976,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Cairo
11931,Fiat,128,Sedan,Red,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,31.1,Sharqia
11932,Fiat,128,Sedan,White,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,21.9,Alexandria
11933,Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,24.7,Giza
11934,Fiat,128,Sedan,White,1994,Benzine,More than 200000,1000 - 1300 CC,Manual,32.2,Alexandria
11935,Fiat,128,Sedan,White,2000,Benzine,90000 to 99999,1000 - 1300 CC,Manual,38.0,Dakahlia
11936,Fiat,128,Sedan,Yellow,1982,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.1,Monufia
11937,Fiat,128,Sedan,White,1994,Benzine,70000 to 79999,1000 - 1300 CC,Manual,25.3,Fayoum
11938,Fiat,128,Sedan,Red,1994,Benzine,60000 to 69999,1000 - 1300 CC,Manual,40.2,Minya
11939,Fiat,128,Sedan,Red,1988,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.2,Cairo
11940,Fiat,128,Sedan,Blue- Navy Blue,1974,Benzine,More than 200000,1000 - 1300 CC,Manual,32.2,Sharqia
11941,Fiat,128,Sedan,Gray,1987,Benzine,More than 200000,1000 - 1300 CC,Manual,40.2,Dakahlia
11942,Fiat,128,Sedan,White,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,27.6,Beni Suef
11943,Fiat,128,Sedan,Yellow,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Dakahlia
11944,Fiat,128,Sedan,White,1978,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Giza
11945,Fiat,128,Sedan,Red,1983,Benzine,40000 to 49999,1000 - 1300 CC,Manual,24.1,Monufia
11946,Fiat,128,Sedan,Red,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Gharbia
11947,Fiat,128,Sedan,Gray,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,35.6,Asyut
11948,Fiat,128,Sedan,White,1988,Benzine,90000 to 99999,1000 - 1300 CC,Manual,19.0,Dakahlia
11949,Fiat,128,Sedan,White,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,32.2,Giza
11950,Fiat,128,Sedan,Blue- Navy Blue,1992,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Gharbia
11951,Fiat,128,Sedan,Red,1989,Benzine,70000 to 79999,1000 - 1300 CC,Manual,19.6,Giza
11952,Fiat,128,Sedan,Red,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,22.4,Cairo
11953,Fiat,128,Sedan,Blue- Navy Blue,1993,Benzine,80000 to 89999,1000 - 1300 CC,Manual,28.8,Alexandria
11954,Fiat,128,Sedan,White,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Qalyubia
11955,Fiat,128,Sedan,White,1993,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Ismailia
11956,Fiat,128,Sedan,Red,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,28.8,Giza
11957,Fiat,128,Sedan,White,1986,Benzine,180000 to 199999,1000 - 1300 CC,Manual,36.8,Cairo
11958,Fiat,128,Sedan,Red,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.6,Cairo
11959,Fiat,128,Sedan,Blue- Navy Blue,1994,Benzine,50000 to 59999,1000 - 1300 CC,Manual,28.8,Luxor
11960,Fiat,128,Sedan,Blue- Navy Blue,1993,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Qalyubia
11961,Fiat,128,Sedan,White,1980,Benzine,90000 to 99999,1000 - 1300 CC,Manual,20.7,Qalyubia
11962,Fiat,128,Sedan,White,2004,Benzine,90000 to 99999,1000 - 1300 CC,Manual,36.8,Qalyubia
11963,Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,34.5,Qalyubia
11964,Fiat,128,Sedan,White,1989,Benzine,140000 to 159999,1000 - 1300 CC,Manual,19.6,Sharqia
11965,Fiat,128,Sedan,White,1976,Benzine,100000 to 119999,1000 - 1300 CC,Manual,14.9,Qalyubia
11966,Fiat,128,Sedan,White,1993,Benzine,140000 to 159999,1000 - 1300 CC,Manual,28.8,Cairo
11967,Fiat,128,Sedan,Red,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,32.2,Gharbia
11968,Fiat,128,Sedan,White,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,26.4,Gharbia
11969,Fiat,128,Sedan,Orange,1976,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Suez
11970,Fiat,128,Sedan,Red,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Dakahlia
11971,Fiat,128,Sedan,White,1989,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Cairo
11972,Fiat,128,Sedan,Red,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,21.3,Giza
11973,Fiat,128,Sedan,Beige,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Gharbia
11974,Fiat,128,Sedan,Green,1982,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Beni Suef
11975,Fiat,128,Sedan,Beige,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,29.9,Cairo
11976,Fiat,128,Sedan,White,1995,Benzine,160000 to 179999,1000 - 1300 CC,Manual,21.9,Giza
11977,Fiat,128,Sedan,White,1979,Benzine,90000 to 99999,1000 - 1300 CC,Manual,14.9,Asyut
11978,Fiat,128,Sedan,White,1986,Benzine,More than 200000,1000 - 1300 CC,Manual,18.4,Alexandria
11979,Fiat,128,Sedan,Other Color,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,19.6,Red Sea
11980,Fiat,128,Sedan,Gray,1979,Benzine,90000 to 99999,1000 - 1300 CC,Manual,14.9,Alexandria
11981,Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,100000 to 119999,1000 - 1300 CC,Manual,28.8,Alexandria
11982,Fiat,128,Sedan,Green,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,40.2,Sharqia
11983,Fiat,128,Sedan,White,1994,Benzine,180000 to 199999,1000 - 1300 CC,Manual,31.1,Dakahlia
11984,Fiat,128,Sedan,White,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Cairo
11985,Fiat,128,Sedan,Red,1985,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.4,Giza
11986,Fiat,128,Sedan,White,1977,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Cairo
11987,Fiat,128,Sedan,Red,1978,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Cairo
11988,Fiat,128,Sedan,Silver,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Cairo
11989,Fiat,128,Sedan,White,1985,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Giza
11990,Fiat,128,Sedan,Red,1974,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Cairo
11991,Fiat,128,Sedan,White,2001,Benzine,50000 to 59999,1000 - 1300 CC,Manual,28.8,Qalyubia
11992,Fiat,128,Sedan,Red,1974,Benzine,90000 to 99999,1000 - 1300 CC,Manual,17.2,Qalyubia
11993,Fiat,128,Sedan,Silver,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,25.9,Cairo
11994,Fiat,128,Sedan,White,1975,Benzine,180000 to 199999,1000 - 1300 CC,Manual,13.8,Cairo
11995,Fiat,128,Sedan,Red,1990,Benzine,40000 to 49999,1000 - 1300 CC,Manual,23.0,Cairo
11996,Fiat,128,Sedan,White,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,38.0,Cairo
11997,Fiat,128,Sedan,Red,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,27.6,Giza
11998,Fiat,128,Sedan,Blue- Navy Blue,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,21.9,Sharqia
11999,Fiat,128,Sedan,Blue- Navy Blue,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,16.1,Giza
12000,Fiat,128,Sedan,White,1992,Benzine,More than 200000,1000 - 1300 CC,Manual,29.9,Cairo
12001,Fiat,128,Sedan,Beige,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Gharbia
12002,Fiat,128,Sedan,White,1983,Benzine,180000 to 199999,1000 - 1300 CC,Manual,16.1,Fayoum
12003,Fiat,128,Sedan,Red,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,18.4,Dakahlia
12004,Fiat,128,Sedan,White,2000,Benzine,80000 to 89999,1000 - 1300 CC,Manual,33.4,Alexandria
12005,Fiat,128,Sedan,Beige,1987,Benzine,90000 to 99999,1000 - 1300 CC,Manual,18.4,Giza
12006,Fiat,128,Sedan,White,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,26.4,Cairo
12007,Fiat,128,Sedan,Red,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,12.7,Fayoum
12008,Fiat,128,Sedan,White,1994,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Gharbia
12009,Fiat,128,Sedan,White,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,25.3,Suez
12010,Fiat,128,Sedan,White,1993,Benzine,60000 to 69999,1000 - 1300 CC,Manual,25.3,Fayoum
12011,Fiat,128,Sedan,White,2004,Benzine,90000 to 99999,1000 - 1300 CC,Manual,32.8,Sharqia
12012,Fiat,128,Sedan,Beige,1987,Benzine,90000 to 99999,1000 - 1300 CC,Manual,25.3,Beni Suef
12013,Fiat,128,Sedan,White,1993,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Cairo
12014,Fiat,128,Sedan,Orange,1994,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Suez
12015,Fiat,128,Sedan,Red,1986,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Ismailia
12016,Fiat,128,Sedan,White,1984,Benzine,80000 to 89999,1000 - 1300 CC,Manual,19.6,Gharbia
12017,Fiat,128,Sedan,Red,1986,Benzine,More than 200000,1000 - 1300 CC,Manual,26.4,Dakahlia
12018,Fiat,128,Sedan,Red,1987,Benzine,More than 200000,1000 - 1300 CC,Manual,26.4,Ismailia
12019,Fiat,128,Sedan,Red,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,27.6,Dakahlia
12020,Fiat,128,Sedan,Green,1976,Benzine,More than 200000,1000 - 1300 CC,Manual,16.7,Sharqia
12021,Fiat,128,Sedan,White,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,28.8,Monufia
12022,Fiat,128,Sedan,White,1984,Benzine,120000 to 139999,1000 - 1300 CC,Manual,23.0,Sharqia
12023,Fiat,128,Sedan,White,1989,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Ismailia
12024,Fiat,128,Sedan,White,1983,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Giza
12025,Fiat,128,Sedan,White,1992,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Sharqia
12026,Fiat,128,Sedan,Red,1997,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Giza
12027,Fiat,128,Sedan,Red,1989,Benzine,50000 to 59999,1000 - 1300 CC,Manual,20.7,Cairo
12028,Fiat,128,Sedan,Blue- Navy Blue,1987,Benzine,50000 to 59999,1000 - 1300 CC,Manual,23.0,Giza
12029,Fiat,128,Sedan,Blue- Navy Blue,1988,Benzine,90000 to 99999,1000 - 1300 CC,Manual,15.5,Sharqia
12030,Fiat,128,Sedan,Red,1978,Benzine,40000 to 49999,1000 - 1300 CC,Manual,17.2,Qalyubia
12031,Fiat,128,Sedan,Red,1981,Benzine,90000 to 99999,1000 - 1300 CC,Manual,17.2,Giza
12032,Fiat,128,Sedan,White,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,40.2,Giza
12033,Fiat,128,Sedan,Yellow,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,28.8,Giza
12034,Fiat,128,Sedan,Red,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,32.2,Gharbia
12035,Fiat,128,Sedan,Red,1995,Benzine,50000 to 59999,1000 - 1300 CC,Manual,26.4,Dakahlia
12036,Fiat,128,Sedan,Red,1981,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Qalyubia
12037,Fiat,128,Sedan,Blue- Navy Blue,1993,Benzine,90000 to 99999,1000 - 1300 CC,Manual,28.8,Sharqia
12038,Fiat,128,Sedan,White,1973,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.2,Dakahlia
12039,Fiat,128,Sedan,Red,1985,Benzine,180000 to 199999,1000 - 1300 CC,Manual,17.2,Giza
12040,Fiat,128,Sedan,White,1994,Benzine,More than 200000,1000 - 1300 CC,Manual,27.6,Sharqia
12041,Fiat,128,Sedan,Blue- Navy Blue,1992,Benzine,80000 to 89999,1000 - 1300 CC,Manual,31.1,Gharbia
12042,Fiat,128,Sedan,Red,1991,Benzine,50000 to 59999,1000 - 1300 CC,Manual,23.0,Giza
12043,Fiat,128,Sedan,White,2002,Benzine,More than 200000,1000 - 1300 CC,Manual,20.7,Cairo
12044,Fiat,128,Sedan,White,2001,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Beheira
12045,Fiat,128,Sedan,Green,1985,Benzine,90000 to 99999,1000 - 1300 CC,Manual,16.1,Monufia
12046,Fiat,128,Sedan,White,1980,Benzine,100000 to 119999,1000 - 1300 CC,Manual,28.8,Sharqia
12047,Fiat,128,Sedan,Red,1993,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Red Sea
12048,Fiat,128,Sedan,White,1991,Benzine,40000 to 49999,1000 - 1300 CC,Manual,28.8,Giza
12049,Fiat,128,Sedan,Other Color,1985,Benzine,More than 200000,1000 - 1300 CC,Manual,31.1,Dakahlia
12050,Fiat,128,Sedan,Red,1994,Benzine,50000 to 59999,1000 - 1300 CC,Manual,36.8,Giza
12051,Fiat,128,Sedan,Red,1986,Benzine,More than 200000,1000 - 1300 CC,Manual,29.9,Ismailia
12052,Fiat,128,Sedan,Red,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,40.2,Fayoum
12053,Fiat,128,Sedan,Red,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,13.8,Monufia
12054,Fiat,128,Sedan,White,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,25.3,Alexandria
12055,Fiat,128,Sedan,Other Color,1991,Benzine,100000 to 119999,1000 - 1300 CC,Manual,28.8,Cairo
12056,Fiat,128,Sedan,Blue- Navy Blue,1977,Benzine,90000 to 99999,1000 - 1300 CC,Manual,31.1,Gharbia
12057,Fiat,128,Sedan,Green,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Cairo
12058,Fiat,128,Sedan,Silver,1980,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Sharqia
12059,Fiat,128,Sedan,Red,1977,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Sharqia
12060,Fiat,128,Sedan,Red,1990,Benzine,90000 to 99999,1000 - 1300 CC,Manual,35.6,Red Sea
12061,Fiat,128,Sedan,Red,1977,Benzine,100000 to 119999,1000 - 1300 CC,Manual,11.5,Qalyubia
12062,Fiat,128,Sedan,Gray,1995,Benzine,More than 200000,1000 - 1300 CC,Manual,31.1,Minya
12063,Fiat,128,Sedan,Red,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,36.8,Ismailia
12064,Fiat,128,Sedan,Gold,1988,Benzine,More than 200000,1000 - 1300 CC,Manual,24.1,Cairo
12065,Fiat,128,Sedan,Blue- Navy Blue,1993,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Fayoum
12066,Fiat,128,Sedan,Red,1993,Benzine,More than 200000,1000 - 1300 CC,Manual,32.2,Qena
12067,Fiat,128,Sedan,Red,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,18.4,Alexandria
12068,Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,28.8,Alexandria
12069,Fiat,128,Sedan,Silver,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.0,Giza
12070,Fiat,128,Sedan,Red,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Cairo
12071,Fiat,128,Sedan,White,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,14.9,Cairo
12072,Fiat,128,Sedan,Red,1994,Benzine,More than 200000,1000 - 1300 CC,Manual,32.2,Giza
12073,Fiat,128,Sedan,White,1980,Benzine,180000 to 199999,1000 - 1300 CC,Manual,13.8,Giza
12074,Fiat,128,Sedan,Red,1986,Benzine,90000 to 99999,1000 - 1300 CC,Manual,21.9,Beheira
12075,Fiat,128,Sedan,Silver,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Asyut
12076,Fiat,128,Sedan,Red,1979,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Giza
12077,Fiat,128,Sedan,Yellow,1987,Benzine,180000 to 199999,1000 - 1300 CC,Manual,26.4,Gharbia
12078,Fiat,128,Sedan,Red,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,31.1,Luxor
12079,Fiat,128,Sedan,White,1992,Benzine,100000 to 119999,1000 - 1300 CC,Manual,26.4,Alexandria
12080,Fiat,128,Sedan,White,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.6,Alexandria
12081,Fiat,128,Sedan,Red,1991,Benzine,180000 to 199999,1000 - 1300 CC,Manual,27.6,Qalyubia
12082,Fiat,128,Sedan,Other Color,1989,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Dakahlia
12083,Fiat,128,Sedan,White,1982,Benzine,More than 200000,1000 - 1300 CC,Manual,16.1,Giza
12084,Fiat,128,Sedan,Red,1992,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.8,Beni Suef
12085,Fiat,128,Sedan,White,1993,Benzine,100000 to 119999,1000 - 1300 CC,Manual,29.9,Minya
12086,Fiat,128,Sedan,Red,1993,Benzine,More than 200000,1000 - 1300 CC,Manual,31.6,Giza
12087,Fiat,128,Sedan,White,1975,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Asyut
12088,Fiat,128,Sedan,Red,1990,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Suez
12089,Fiat,128,Sedan,Orange,1981,Benzine,More than 200000,1000 - 1300 CC,Manual,17.2,Cairo
12090,Fiat,128,Sedan,Silver,1982,Benzine,90000 to 99999,1000 - 1300 CC,Manual,17.2,Suez
12091,Fiat,128,Sedan,White,2001,Benzine,100000 to 119999,1000 - 1300 CC,Manual,41.4,Cairo
12092,Fiat,128,Sedan,Burgundy,1986,Benzine,180000 to 199999,1000 - 1300 CC,Manual,14.9,Alexandria
12093,Fiat,128,Sedan,White,1990,Benzine,70000 to 79999,1000 - 1300 CC,Manual,21.9,Fayoum
12094,Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,26.4,Fayoum
12095,Fiat,128,Sedan,White,1984,Benzine,70000 to 79999,1000 - 1300 CC,Manual,19.6,Fayoum
12096,Fiat,128,Sedan,White,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,20.7,Sharqia
