Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age
Byd,F3,White,Benzine,24.0,Manual,150.0,6 October,10.0
Byd,F3,Blue,Natural Gas,12.0,Manual,280.0,Cairo,4.0
Hyundai,Elantra CN7,Gray,Benzine,4.0,Automatic,690.0,10th of Ramadan,2.0
Nissan,Sentra,Silver,Benzine,3.0,Automatic,450.0,Mansoura,5.0
BMW,523,Silver,Benzine,19.0,Automatic,500.0,Maadi,15.0
Skoda,Fantasia,Petroleum,Benzine,10.0,Automatic,420.0,Asyut,11.0
Skoda,Octavia A4,Silver,Benzine,24.0,Automatic,240.0,Sharqia,16.0
Suzuki,S Presso,Gray,Benzine,0.0,Manual,275.0,Alexandria,1.0
Nissan,Qashqai,Black,Benzine,11.0,Automatic,750.0,6 October,3.0
Daihatsu,Charade,White,Benzine,9.0,Manual,35.0,6 October,39.0
Mercedes,GLC 200,Black,Benzine,3.0,Automatic,2250.0,Tagamo3 - New Cairo,3.0
Hyundai,IX 35,Gray,Benzine,11.0,Automatic,535.0,Alexandria,10.0
BMW,X1,Petroleum,Benzine,7.0,Automatic,875.0,Alexandria,6.0
Dodge,Ram,Black,Benzine,15.0,Automatic,1400.0,Obour City,15.0
Mercedes,E 300,Gray,Benzine,8.0,Automatic,1150.0,Madinaty,13.0
Nissan,Sunny,Silver,Benzine,4.0,Automatic,385.0,Alexandria,3.0
BMW,320,Black,Benzine,9.0,Automatic,1000.0,Tagamo3 - New Cairo,7.0
Mitsubishi,Lancer EX Shark,Dark blue,Benzine,1.0,Automatic,310.0,Nasr city,14.0
Jeep,Cherokee,Silver,Benzine,40.0,Automatic,170.0,Mit Ghamr,22.0
Hyundai,Elantra AD,Mocha,Benzine,12.0,Automatic,550.0,Giza,4.0
Toyota,Corolla,Black,Benzine,11.0,Automatic,600.0,Nasr city,6.0
Volvo,240,Dark red,Benzine,15.0,Manual,50.0,Cairo,41.0
Speranza,A113,Gray,Benzine,13.0,Manual,105.0,Alexandria,13.0
Nissan,Tiida,Gold,Benzine,16.0,Automatic,270.0,Obour City,17.0
Chery,Tiggo 7,Silver,Benzine,1.0,Automatic,640.0,El Haram,1.0
Hyundai,Verna,Light grey,Benzine,12.0,Manual,170.0,Cairo,12.0
Nissan,Sunny,Gray,Benzine,19.0,Automatic,290.0,Cairo,5.0
Skoda,Octavia A7,Cyan,Benzine,15.0,Automatic,490.0,Cairo,9.0
Chevrolet,Aveo,Silver,Benzine,19.0,Automatic,160.0,6 October,8.0
Nissan,Sentra,Light grey,Benzine,9.0,Automatic,405.0,Cairo,5.0
Opel,Insignia,Silver,Benzine,7.0,Automatic,480.0,Khanka,8.0
Toyota,Corolla,White,Benzine,6.0,Automatic,595.0,Kafr el-Sheikh,4.0
Skoda,Octavia A5,Silver,Benzine,20.0,Automatic,280.0,Mansoura,15.0
Mitsubishi,Lancer Puma,Black,Benzine,19.0,Automatic,232.0,Zagazig,16.0
Lada,2107,Petroleum,Benzine,11.0,Manual,65.0,El Haram,17.0
Renault,Logan,Silver,Benzine,20.0,Manual,152.0,6 October,14.0
Geely,Okavango,Black,Benzine,0.0,Automatic,890.0,Dokki,1.0
Fiat,Tipo,Red,Benzine,6.0,Automatic,570.0,Mansoura,2.0
Chevrolet,Spark,Blue,Benzine,16.0,Manual,130.0,Cairo,13.0
Hyundai,Elantra MD,Silver,Benzine,13.0,Automatic,385.0,Cairo,7.0
Peugeot,5008,Silver,Benzine,11.0,Automatic,445.0,Nasr city,8.0
Nissan,Sunny,Dark red,Benzine,6.0,Automatic,220.0,Menouf,15.0
Nissan,Sunny,Gold,Benzine,24.0,Automatic,195.0,Tagamo3 - New Cairo,19.0
Suzuki,Van,Gray,Benzine,7.0,Manual,122.0,Beni Suef,8.0
Mercedes,C 180,Silver,Benzine,8.0,Automatic,1650.0,Madinaty,3.0
Peugeot,301,Black,Benzine,13.0,Automatic,350.0,Heliopolis,9.0
Chana,New Star,Silver,Benzine,10.0,Manual,125.0,Beni Suef,8.0
Opel,Corsa,Gray,Benzine,47.0,Manual,130.0,Ismailia,20.0
Skoda,Fantasia,Gray,Benzine,19.0,Automatic,419.0,Tagamo3 - New Cairo,10.0
Skoda,Octavia A8,Red,Benzine,2.0,Automatic,1320.0,Tagamo3 - New Cairo,2.0
Daewoo,Lanos 2,Dark red,Benzine,0.0,Automatic,84.0,Cairo,23.0
Fiat,Tempra,Silver,Benzine,10.0,Manual,55.0,Cairo,33.0
Hyundai,Elantra CN7,Black,Benzine,2.0,Automatic,185.0,6 October,1.0
Renault,Clio,Silver,Benzine,32.0,Manual,85.0,Nasr city,21.0
Nissan,Qashqai,White,Benzine,20.0,Automatic,400.0,Dakahlia,9.0
Chery,Arrizo 5,Blue,Benzine,11.0,Automatic,350.0,Badr City,2.0
Hyundai,Elantra MD,Black,Benzine,19.0,Automatic,345.0,6 October,11.0
Chery,Tiggo 7,Brown,Benzine,15.0,Automatic,490.0,6 October,2.0
Toyota,Microbus,White,Benzine,20.0,Manual,210.0,Giza,20.0
Fiat,127,Red,Benzine,0.0,Manual,18.0,Aswan,40.0
Mazda,929,Black,Benzine,0.0,Manual,56.0,Cairo,46.0
Kia,Pride,Red,Benzine,12.0,Manual,85.0,Alexandria,24.0
Volkswagen,Jetta,Black,Benzine,37.0,Automatic,360.0,Borg el arab,12.0
Mercedes,C 180,Silver,Benzine,8.0,Automatic,530.0,Heliopolis,14.0
Toyota,Corolla,Light grey,Benzine,9.0,Automatic,750.0,6 October,4.0
Hyundai,Excel,Red,Benzine,21.0,Manual,75.0,Kafr el-Dawwar,27.0
Volkswagen,Passat,Silver,Benzine,12.0,Automatic,650.0,6 October,11.0
Opel,Astra,Gray,Benzine,6.0,Automatic,499.0,Mokattam,3.0
Suzuki,Alto,Silver,Benzine,2.0,Manual,250.0,Heliopolis,2.0
Chevrolet,Optra,Silver,Benzine,12.0,Automatic,300.0,El Minya,3.0
Speranza,A516,Silver,Benzine,30.0,Manual,105.0,Zagazig,16.0
Hyundai,Verna,White,Benzine,40.0,Manual,140.0,Giza,9.0
Kia,Cerato,Black,Benzine,15.0,Automatic,310.0,Giza,10.0
Skoda,Fantasia,Light grey,Benzine,23.0,Automatic,485.0,Mohandessin,10.0
Hyundai,Elantra AD,Light grey,Benzine,20.0,Automatic,550.0,Kom Hamada,5.0
Hyundai,Excel,Black,Benzine,30.0,Manual,55.0,Kafr el-Sheikh,26.0
Toyota,Fortuner,Black,Benzine,33.0,Automatic,350.0,Khanka,8.0
Chery,Tiggo 7,White,Benzine,0.0,Automatic,600.0,Beni Suef,1.0
Brilliance,Galena,Gray,Benzine,13.0,Automatic,160.0,Banha,12.0
Speranza,Tiggo,Brown,Benzine,5.0,Automatic,375.0,Giza,4.0
Byd,F3,Blue,Benzine,19.0,Manual,225.0,Ain Shams,5.0
Hyundai,Elantra AD,Black,Benzine,17.0,Automatic,380.0,El Haram,4.0
Kia,Picanto,Cyan,Benzine,2.0,Automatic,180.0,Tanta,17.0
Toyota,Microbus,White,Natural Gas,10.0,Manual,250.0,Sharqia,20.0
Speranza,A213,Green,Benzine,12.0,Manual,85.0,Alexandria,15.0
Opel,Corsa,Gold,Benzine,26.0,Manual,72.0,Borg el arab,26.0
Toyota,Corolla,Green,Benzine,5.0,Automatic,710.0,Nasr city,3.0
Nissan,Qashqai,Blue,Benzine,8.0,Automatic,700.0,Tagamo3 - New Cairo,5.0
Senova,X25,White,Benzine,4.0,Automatic,300.0,Heliopolis,6.0
Fiat,Albea,Dark red,Benzine,22.0,Manual,160.0,Tagamo3 - New Cairo,12.0
Renault,Logan,Dark blue,Benzine,17.0,Manual,155.0,Ain Shams,13.0
Lada,2107,Cyan,Benzine,7.0,Manual,85.0,Alexandria,13.0
Hyundai,Excel,Green,Benzine,24.0,Manual,49.0,El Wadi El Gedid,28.0
Geely,Emgrand 7,Mocha,Benzine,11.0,Manual,149.0,El Haram,9.0
Peugeot,3008,Brown,Benzine,17.0,Automatic,285.0,Bilbeis,12.0
Nissan,Sunny,Mocha,Benzine,9.0,Automatic,289.0,El Haram,5.0
Hyundai,Accent RB,Mocha,Benzine,5.0,Automatic,399.0,El Haram,2.0
Nissan,Sunny,Red,Benzine,5.0,Automatic,299.0,El Haram,4.0
Nissan,Sunny,Red,Benzine,12.0,Automatic,285.0,El Haram,5.0
Mitsubishi,Pajero,Red,Benzine,30.0,Automatic,279.0,El Haram,31.0
Nissan,Sunny,Silver,Benzine,9.0,Automatic,269.0,El Haram,4.0
Toyota,Corolla,Silver,Benzine,16.0,Manual,199.0,Shobra,19.0
Toyota,Hiace,White,Benzine,18.0,Manual,210.0,Warraq,20.0
Byd,F3,Red,Benzine,5.0,Manual,249.0,El Haram,3.0
Byd,F3,Gray,Benzine,23.0,Manual,155.0,El Haram,7.0
Citroën,Ds5,Bronze,Benzine,20.0,Automatic,550.0,El Haram,9.0
Hyundai,Getz,Cyan,Benzine,12.0,Manual,169.0,El Haram,18.0
Nissan,Sunny,Red,Benzine,26.0,Automatic,235.0,Tanta,8.0
Mitsubishi,Lancer Puma,Blue,Benzine,29.0,Automatic,295.0,Shibin el Kom,13.0
Toyota,Corolla,Silver,Benzine,1.0,Automatic,675.0,Heliopolis,1.0
Opel,Vectra,White,Benzine,20.0,Manual,130.0,Alexandria,25.0
Hyundai,Verna,Black,Benzine,16.0,Manual,139.0,El Haram,15.0
Chevrolet,Optra,Gray,Benzine,16.0,Automatic,220.0,El Haram,14.0
Hyundai,Excel,Dark red,Benzine,23.0,Manual,83.0,Tanta,25.0
Daewoo,Nubira 1,Black,Benzine,15.0,Manual,100.0,Shobra,25.0
Nissan,Sunny,Black,Benzine,0.0,Automatic,450.0,Tagamo3 - New Cairo,0.0
Mercedes,C 180,Dark blue,Benzine,8.0,Automatic,1550.0,Nasr city,4.0
Nissan,Sunny,Black,Benzine,21.0,Automatic,260.0,Sheikh Zayed City,8.0
Hyundai,Accent RB,Silver,Benzine,20.0,Automatic,350.0,El Haram,6.0
Byd,F3,White,Natural Gas,0.0,Manual,125.0,Helwan,12.0
Fiat,128,White,Benzine,0.0,Manual,32.0,Zagazig,25.0
Chevrolet,Optra,Silver,Benzine,15.0,Manual,160.0,Hurghada,13.0
MG,5,Black,Benzine,2.0,Automatic,550.0,Alexandria,2.0
Fiat,Nova,Petroleum,Benzine,0.0,Manual,30.0,Cairo,34.0
Skoda,Octavia A4,Silver,Benzine,18.0,Manual,175.0,El Mahalla,23.0
Hyundai,Tucson Turbo GDI || Tucson Turbo,White,Benzine,4.0,Automatic,1050.0,Asyut,2.0
Dodge,Ram,Red,Benzine,27.0,Automatic,750.0,Sheikh Zayed City,15.0
Nissan,Sunny,Gray,Benzine,17.0,Automatic,297.0,Dakahlia,8.0
Renault,Logan,Black,Benzine,17.0,Automatic,240.0,El Haram,7.0
Mitsubishi,Lancer Crystala,Black,Benzine,20.0,Automatic,95.0,Giza,25.0
Hyundai,Verna,Cyan,Benzine,16.0,Manual,150.0,Sohag,14.0
Nissan,Sunny,Black,Benzine,6.0,Automatic,195.0,Mohandessin,2.0
Nissan,Qashqai,Dark red,Benzine,13.0,Automatic,515.0,Beni Suef,6.0
Isuzu,D max,Eggplant,Benzine,16.0,Manual,450.0,Kafr Shukr,9.0
Renault,Captur,White,Benzine,7.0,Automatic,415.0,Asyut,6.0
BMW,X5,Black,Benzine,5.0,Automatic,2650.0,Tagamo3 - New Cairo,5.0
Nissan,Armada,Black,Benzine,17.0,Automatic,120.0,Giza,16.0
Toyota,Corolla,White,Benzine,0.0,Manual,170.0,Cairo,24.0
Chery,Tiggo 3,Silver,Benzine,1.0,Automatic,500.0,10th of Ramadan,0.0
Kia,Sportage,Dark blue,Benzine,0.0,Automatic,1100.0,Beni Suef,2.0
Kia,Cerato,Black,Benzine,13.0,Automatic,500.0,Sharqia,5.0
BMW,320,Dark blue,Benzine,18.0,Automatic,770.0,Nasr city,10.0
Daewoo,Nubira 2,Light grey,Benzine,28.0,Manual,120.0,Aswan,24.0
Opel,Grandland,Dark red,Benzine,4.0,Automatic,850.0,Mansoura,2.0
Speranza,Tiggo,Silver,Benzine,18.0,Manual,210.0,Cairo,13.0
Suzuki,Maruti,Dark red,Benzine,1.0,Manual,70.0,Damietta,10.0
Geely,Emgrand 7,Red,Benzine,9.0,Manual,195.0,Sohag,6.0
Mitsubishi,Xpander,Gray,Benzine,10.0,Automatic,580.0,Zagazig,3.0
Brilliance,Jinbei,Dark red,Benzine,12.0,Manual,120.0,Cairo,9.0
Hyundai,Elantra MD,White,Benzine,30.0,Automatic,250.0,El Haram,11.0
Fiat,Tipo,Silver,Benzine,9.0,Automatic,430.0,6 October,5.0
Hyundai,Elantra AD,Dark red,Benzine,6.0,Automatic,550.0,Tagamo3 - New Cairo,4.0
Suzuki,Maruti,Green,Benzine,0.0,Manual,39.0,Beni Suef,26.0
Mercedes,EQE,Black,Electric,0.0,Automatic,3000.0,Nasr city,0.0
Opel,Astra,Brown,Benzine,15.0,Automatic,470.0,Alexandria,5.0
Mitsubishi,Lancer EX Shark,Black,Benzine,6.0,Automatic,350.0,Tanta,8.0
Hyundai,Grand i10,Red,Benzine,10.0,Automatic,350.0,El Haram,6.0
Chevrolet,N300,Silver,Benzine,5.0,Manual,235.0,Cairo,3.0
Opel,Astra,Red,Benzine,11.0,Automatic,525.0,Tagamo3 - New Cairo,3.0
MG,ZS,Black,Benzine,7.0,Automatic,500.0,6 October,4.0
Chevrolet,Aveo,Dark red,Benzine,11.0,Automatic,245.0,Al Shorouk,9.0
BMW,118,Green,Benzine,23.0,Automatic,260.0,Sheraton,22.0
Jeep,Wrangler Unlimited,White,Benzine,0.0,Manual,100.0,Qena,30.0
BMW,X3,Dark red,Benzine,30.0,Automatic,675.0,Nasr city,11.0
Nissan,Qashqai,Dark blue,Benzine,10.0,Automatic,725.0,Faiyum,4.0
Hyundai,Elantra MD,Silver,Benzine,9.0,Automatic,560.0,El Manial,7.0
Nissan,Sunny,Black,Benzine,1.0,Automatic,450.0,Sheikh Zayed City,0.0
Fiat,Petra,Silver,Benzine,6.0,Manual,80.0,Ismailia,20.0
Citroën,C5,White,Benzine,3.0,Automatic,1100.0,Amreya,1.0
Peugeot,3008,White,Benzine,20.0,Automatic,320.0,Sheikh Zayed City,9.0
Hyundai,Elantra MD,Blue,Benzine,14.0,Automatic,400.0,Mohandessin,10.0
Ford,Fusion,Black,Benzine,5.0,Automatic,1050.0,10th of Ramadan,3.0
Mercedes,C 180,Black,Benzine,7.0,Automatic,1200.0,Ismailia,5.0
Renault,Megane,Dark red,Benzine,0.0,Automatic,820.0,Cairo,1.0
Mercedes,C 180,Dark blue,Benzine,12.0,Automatic,875.0,Cairo,10.0
Chevrolet,Cruze,Dark blue,Benzine,15.0,Automatic,350.0,Cairo,7.0
Peugeot,3008,White,Benzine,14.0,Automatic,310.0,Cairo,12.0
Mercedes,C 200,Black,Benzine,30.0,Automatic,550.0,Cairo,17.0
MG,6,Black,Benzine,7.0,Automatic,495.0,Sheikh Zayed City,4.0
BMW,X6 M,Black,Benzine,20.0,Automatic,1900.0,Cairo,13.0
Fiat,Regata,Silver,Benzine,10.0,Manual,36.0,El Minya,37.0
Mitsubishi,Lancer Puma,White,Benzine,15.0,Automatic,310.0,Mansoura,9.0
Suzuki,Van,White,Benzine,0.0,Manual,160.0,Suez,7.0
Fiat,Tipo,Red,Benzine,6.0,Automatic,480.0,Nasr city,5.0
Mitsubishi,Eclipse,Gray,Benzine,8.0,Automatic,770.0,10th of Ramadan,5.0
Speranza,A516,Black,Benzine,10.0,Manual,135.0,Alexandria,12.0
Fiat,Qubo,White,Benzine,10.0,Manual,250.0,Maadi,8.0
Nissan,Qashqai,Dark red,Benzine,13.0,Automatic,425.0,Tanta,6.0
Lada,Granta,Gray,Benzine,0.0,Manual,258.0,Damietta,1.0
Suzuki,Ertiga,Dark red,Benzine,3.0,Automatic,530.0,Mokattam,2.0
Chevrolet,Lanos,Light grey,Benzine,11.0,Manual,150.0,Cairo,11.0
Speranza,A516,Black,Benzine,17.0,Manual,118.0,Alexandria,14.0
Volkswagen,Beetle,Orange,Benzine,0.0,Manual,45.0,Maadi,50.0
Toyota,Corolla,Green,Benzine,7.0,Manual,205.0,Abu Kabir,26.0
Kia,Cerato,Red,Benzine,6.0,Automatic,580.0,Mansoura,6.0
Peugeot,205,White,Benzine,10.0,Manual,45.0,Damietta,39.0
Hyundai,Accent,Green,Benzine,20.0,Manual,85.0,Heliopolis,22.0
Nissan,Sunny,Silver,Benzine,19.0,Automatic,250.0,Cairo,9.0
Byd,F3,Red,Benzine,12.0,Manual,260.0,Al Shorouk,4.0
Ssang Yong,Tivoli,Dark red,Benzine,4.0,Automatic,600.0,Tagamo3 - New Cairo,3.0
Geely,Emgrand 7,Bronze,Benzine,11.0,Manual,170.0,Shobra,6.0
Hyundai,Verna,Silver,Benzine,28.0,Manual,178.0,6 October,10.0
Fiat,Tipo,Dark green,Benzine,3.0,Automatic,590.0,Tagamo3 - New Cairo,1.0
Fiat,Tipo,White,Benzine,1.0,Automatic,875.0,Sheikh Zayed City,1.0
Citroën,C5 Aircross,Black,Benzine,8.0,Automatic,980.0,Tagamo3 - New Cairo,3.0
Toyota,Corolla,White,Benzine,21.0,Automatic,350.0,Gharbia,15.0
Renault,Rainbow,Green,Benzine,20.0,Manual,43.0,Asyut,26.0
MG,5,Gold,Benzine,8.0,Automatic,450.0,Giza,3.0
Fiat,128,Red,Benzine,10.0,Manual,18.0,6 October,43.0
Geely,Emgrand 7,Dark red,Benzine,28.0,Manual,160.0,El Haram,10.0
Toyota,Corolla,Black,Benzine,7.0,Automatic,760.0,Agamy,2.0
Kia,Carens,Black,Benzine,12.0,Automatic,550.0,Cairo,8.0
Opel,Grandland,Blue,Benzine,2.0,Automatic,900.0,Alexandria,2.0
Fiat,127,Red,Benzine,10.0,Manual,24.0,Suez,40.0
Opel,Vectra,Dark blue,Benzine,22.0,Automatic,95.0,Mokattam,27.0
Opel,Astra,Silver,Benzine,23.0,Automatic,145.0,Dyarb Negm,19.0
Fiat,Shahin,White,Benzine,0.0,Manual,38.0,Sheraton,23.0
Mercedes,200,Beige,Benzine,28.0,Manual,85.0,Sohag,42.0
Chery,Tiggo 7,Black,Benzine,3.0,Automatic,550.0,Suez,1.0
Hyundai,Elantra HD,Dark blue,Benzine,0.0,Automatic,595.0,Cairo,0.0
Opel,Astra,Gray,Benzine,7.0,Automatic,485.0,6 October,2.0
Geely,Emgrand 7,Black,Benzine,11.0,Manual,225.0,Qena,5.0
Renault,Megane,Blue,Benzine,12.0,Automatic,495.0,Obour City,4.0
Fiat,Ritmo,Cyan,Benzine,10.0,Manual,29.0,Ain Shams,43.0
Toyota,Yaris,Black,Benzine,12.0,Automatic,360.0,Tanta,15.0
Lada,Niva,Silver,Benzine,0.0,Manual,30.0,Maadi,25.0
Suzuki,Van,White,Benzine,8.0,Manual,150.0,Cairo,5.0
Nissan,Sunny,Light grey,Benzine,8.0,Automatic,300.0,Giza,7.0
Byd,F3,Silver,Benzine,13.0,Manual,220.0,10th of Ramadan,5.0
Chevrolet,Optra,Blue,Benzine,5.0,Automatic,425.0,6 October,1.0
Brilliance,FSV,Brown,Benzine,35.0,Automatic,255.0,Touhk,10.0
Opel,Astra,White,Benzine,25.0,Manual,115.0,Alexandria,21.0
Proton,Wira,Silver,Benzine,10.0,Automatic,125.0,Sheikh Zayed City,18.0
Hyundai,Verna,Black,Benzine,19.0,Manual,170.0,Tagamo3 - New Cairo,12.0
Mercedes,C 180,Black,Benzine,18.0,Automatic,615.0,Qalyubia,14.0
Chevrolet,Optra,Silver,Benzine,19.0,Automatic,220.0,Cairo,1.0
Byd,F3,Silver,Benzine,8.0,Manual,285.0,Cairo,1.0
Lada,2105,Red,Benzine,0.0,Manual,40.0,Agamy,28.0
Hyundai,Elantra CN7,Petroleum,Benzine,0.0,Automatic,900.0,Suez,1.0
Lada,Niva,Red,Benzine,0.0,Manual,75.0,New Administrative Capital,12.0
Lada,Oka,Blue,Benzine,0.0,Manual,33.0,Ismailia,23.0
Fiat,126,Beige,Benzine,0.0,Manual,20.0,El Salam City,32.0
Chevrolet,T-Series,White,Benzine,19.0,Manual,399.0,El Haram,4.0
Fiat,128,Brown,Benzine,0.0,Manual,20.0,Tagamo3 - New Cairo,47.0
Karry,Q22,Silver,Benzine,27.0,Manual,100.0,Sheikh Zayed City,8.0
Hyundai,Accent RB,Blue,Benzine,0.0,Automatic,300.0,Giza,9.0
Opel,Corsa,Gray,Benzine,8.0,Manual,255.0,Alexandria,11.0
Chevrolet,Optra,Silver,Benzine,0.0,Automatic,410.0,El Minya,0.0
Chevrolet,T-Series,Red,Natural Gas,22.0,Manual,350.0,Cairo,7.0
Kia,Cerato,Light grey,Benzine,11.0,Automatic,470.0,Shobra,6.0
Mercedes,C 180,Dark blue,Benzine,5.0,Automatic,1600.0,Cairo,5.0
MG,5,White,Benzine,0.0,Automatic,495.0,Nasr city,1.0
Daewoo,Nubira 2,Silver,Benzine,20.0,Automatic,120.0,Gharbia,22.0
Kia,Sportage,Beige,Benzine,8.0,Manual,795.0,Heliopolis,6.0
Toyota,Rush,White,Benzine,2.0,Automatic,720.0,Tagamo3 - New Cairo,3.0
Hyundai,Tucson,Gray,Benzine,1.0,Automatic,1300.0,El Qanater El Khayreya,4.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,9.0,Automatic,450.0,Dyarb Negm,7.0
Suzuki,Ciaz,White,Benzine,0.0,Automatic,550.0,Alexandria,1.0
Peugeot,3008,White,Benzine,2.0,Automatic,1150.0,6 October,2.0
Suzuki,Van,Green,Benzine,15.0,Manual,135.0,El Haram,10.0
Citroën,C Elysee,White,Benzine,2.0,Automatic,590.0,6 October,2.0
BMW,X5,Dark blue,Benzine,10.0,Automatic,2250.0,Heliopolis,5.0
Citroën,C4,Silver,Benzine,17.0,Manual,175.0,Faqous,17.0
Fiat,Tipo,Black,Benzine,3.0,Automatic,595.0,Imbaba,2.0
Opel,Corsa,Blue,Benzine,0.0,Automatic,720.0,6 October,0.0
Opel,Insignia,Dark red,Benzine,24.0,Automatic,770.0,Alexandria,5.0
Volvo,240,Silver,Benzine,0.0,Automatic,65.0,Cairo,41.0
Hyundai,Accent,Silver,Benzine,20.0,Manual,105.0,Cairo,17.0
Opel,Corsa,Dark green,Benzine,34.0,Manual,135.0,Obour City,18.0
Mitsubishi,Lancer Puma,Black,Benzine,22.0,Automatic,260.0,Alexandria,16.0
Mitsubishi,Lancer EX Shark,Red,Benzine,2.0,Automatic,560.0,Tagamo3 - New Cairo,5.0
Volkswagen,Passat,Petroleum,Benzine,4.0,Automatic,600.0,Tagamo3 - New Cairo,10.0
Opel,Vectra,Black,Benzine,7.0,Automatic,265.0,Cairo,15.0
Chevrolet,Cruze,Black,Benzine,25.0,Automatic,230.0,Damietta,13.0
Hyundai,Elantra HD,Dark red,Benzine,20.0,Automatic,320.0,Beni Suef,6.0
Opel,Vectra,Red,Benzine,21.0,Manual,85.0,El Mahalla,28.0
Speranza,A516,Light grey,Benzine,21.0,Manual,125.0,Tagamo3 - New Cairo,14.0
Hyundai,Excel,Dark red,Benzine,2.0,Manual,70.0,Suez,27.0
Chery,Arrizo 5,Silver,Benzine,7.0,Automatic,410.0,10th of Ramadan,2.0
Opel,Mokka,White,Benzine,1.0,Automatic,800.0,Alexandria,1.0
Toyota,Corolla,Black,Benzine,33.0,Automatic,385.0,Cairo,15.0
Seat,Toledo,Light grey,Benzine,4.0,Automatic,535.0,6 October,4.0
Hyundai,Elantra HD,Silver,Benzine,9.0,Automatic,380.0,El Haram,4.0
Volkswagen,Polo,Silver,Benzine,18.0,Manual,155.0,Cairo,20.0
Land Rover,Range Rover Evoque || Evoque,Silver,Benzine,0.0,Automatic,2650.0,Sheikh Zayed City,0.0
Land Rover,Velar,Silver,Benzine,0.0,Automatic,3350.0,Sheikh Zayed City,1.0
Mercedes,GLA,White,Benzine,0.0,Automatic,2100.0,Sheikh Zayed City,2.0
Audi,Q7,Silver,Benzine,0.0,Automatic,3200.0,Sheikh Zayed City,1.0
Fiat,500 X,Red,Benzine,1.0,Automatic,950.0,Tagamo3 - New Cairo,1.0
Mercedes,GLC 200,White,Benzine,0.0,Automatic,3450.0,Sheikh Zayed City,0.0
Mercedes,C 200 AMG,White,Benzine,0.0,Automatic,2750.0,Sheikh Zayed City,0.0
Nissan,Sunny,Bronze,Benzine,2.0,Automatic,360.0,Alexandria,0.0
Audi,Q3,Cyan,Benzine,0.0,Automatic,1875.0,Tagamo3 - New Cairo,1.0
Fiat,Tipo,Red,Benzine,14.0,Manual,370.0,Al Shorouk,2.0
Toyota,Corolla,White,Benzine,6.0,Automatic,525.0,Giza,7.0
Skoda,Fantasia,Dark blue,Benzine,20.0,Automatic,470.0,Nasr city,11.0
Toyota,Corolla,Silver,Benzine,2.0,Automatic,950.0,Shobra,1.0
Hyundai,Tucson,Petroleum,Benzine,2.0,Automatic,1400.0,Mokattam,2.0
Peugeot,406,Blue,Benzine,20.0,Manual,145.0,Tagamo3 - New Cairo,20.0
Daihatsu,SIRION,Silver,Benzine,11.0,Automatic,265.0,Damietta,16.0
Fiat,132,Cyan,Benzine,20.0,Manual,27.0,Sheikh Zayed City,45.0
Audi,A6,Dark blue,Benzine,9.0,Automatic,1900.0,Tagamo3 - New Cairo,3.0
Fiat,Tempra,White,Benzine,0.0,Manual,65.0,Port Said,25.0
Hyundai,Elantra CN7,Light grey,Benzine,2.0,Automatic,875.0,Sheikh Zayed City,1.0
BMW,X3,White,Benzine,8.0,Automatic,1380.0,Tagamo3 - New Cairo,6.0
Volkswagen,Golf,White,Benzine,0.0,Automatic,850.0,El Katameya,3.0
Chevrolet,N300,Silver,Benzine,4.0,Manual,320.0,Cairo,1.0
BMW,320,Dark blue,Benzine,8.0,Automatic,1300.0,Alexandria,4.0
Chevrolet,N300,Light grey,Benzine,4.0,Automatic,250.0,El Haram,2.0
Suzuki,Maruti,Dark red,Benzine,9.0,Automatic,80.0,El Minya,11.0
Chery,Arrizo 5,Dark blue,Benzine,4.0,Automatic,255.0,Cairo,3.0
Suzuki,Pickup,White,Benzine,2.0,Manual,100.0,Cairo,11.0
Hyundai,Elantra MD,Dark blue,Benzine,14.0,Automatic,400.0,Mohandessin,10.0
BMW,318,Black,Benzine,10.0,Automatic,745.0,Dokki,7.0
Volkswagen,Polo,Red,Benzine,0.0,Manual,115.0,Dakahlia,28.0
Skoda,Octavia A7,Silver,Benzine,19.0,Automatic,490.0,Tagamo3 - New Cairo,9.0
Jeep,Wrangler,Blue,Benzine,0.0,Automatic,95.0,Warraq,39.0
Hyundai,Elantra MD,Silver,Benzine,8.0,Automatic,265.0,Touhk,11.0
Mercedes,C 180,White,Benzine,6.0,Automatic,1750.0,Nasr city,5.0
Geely,Emgrand 7,White,Benzine,16.0,Manual,153.0,Abu Kabir,10.0
Nissan,Sunny,Brown,Benzine,30.0,Automatic,320.0,Badr City,5.0
Mercedes,CLA 200,Brown,Benzine,40.0,Automatic,90.0,6 October,43.0
Nissan,Sentra,Light grey,Benzine,19.0,Automatic,444.0,Cairo,4.0
Fiat,Fiorino,White,Benzine,9.0,Manual,75.0,Beheira,15.0
Fiat,Tipo,Dark blue,Benzine,4.0,Manual,350.0,Alexandria,3.0
Chevrolet,Pickup,White,Natural Gas,1.0,Manual,500.0,6 October,0.0
Kia,Carens,Light grey,Benzine,2.0,Automatic,500.0,Mohandessin,9.0
BMW,320,Black,Benzine,19.0,Automatic,350.0,Tagamo3 - New Cairo,17.0
Peugeot,504,White,Benzine,0.0,Manual,29.0,Monufia,51.0
Kia,Carens,Black,Benzine,15.0,Automatic,360.0,Alexandria,12.0
